28899 2237352
14682 10 -2.397895272798371
14682 3308 -2.397895272798371
14682 1090 -2.397895272798371
14682 1608 -2.397895272798371
14682 26 -2.397895272798371
14682 6821 -2.397895272798371
14682 1777 -2.397895272798371
14682 1941 -2.397895272798371
14682 13339 -2.397895272798371
14682 7272 -2.397895272798371
14683 11113 -1.098612288668110
14683 14019 -0.405465108108164
14684 3829 -1.791759469228055
14684 50 -0.693147180559945
14684 26 -1.791759469228055
14684 15 -1.791759469228055
14685 690 -2.564949357461537
14685 316 -2.564949357461537
14685 60 -2.564949357461537
14685 19 -2.564949357461537
14685 8 -1.871802176901591
14685 73 -2.564949357461537
14685 8071 -2.564949357461537
14685 9010 -2.564949357461537
14685 6173 -2.564949357461537
14685 11 -2.564949357461537
14685 365 -2.564949357461537
14685 17333 -2.564949357461537
14686 313 -2.302585092994045
14686 26 -2.302585092994045
14686 107 -2.302585092994045
14686 8 -0.916290731874155
14686 19 -2.302585092994045
14686 15 -2.302585092994045
14686 317 -2.302585092994045
14687 15 -1.386294361119891
14687 768 -1.386294361119891
14687 8 -1.386294361119891
14687 10 -1.386294361119891
14688 2810 -1.791759469228055
14688 8744 -1.791759469228055
14688 731 -1.791759469228055
14688 14722 -1.791759469228055
14688 1353 -1.098612288668110
14689 26 -2.995732273553991
14689 303 -2.995732273553991
14689 1567 -2.995732273553991
14689 0 -0.693147180559945
14689 88 -2.302585092994045
14689 2267 -2.995732273553991
14689 50 -1.897119984885881
14689 1075 -2.995732273553991
14690 26 -1.791759469228055
14690 966 -1.791759469228055
14690 2711 -1.791759469228055
14690 6587 -1.791759469228055
14690 12 -1.791759469228055
14690 0 -1.791759469228055
14691 12 -2.708050201102210
14691 26 -2.014903020542265
14691 672 -2.708050201102210
14691 8 -1.321755839982319
14691 15 -2.708050201102210
14691 21 -1.321755839982319
14691 19 -2.014903020542265
14692 8721 -1.945910149055313
14692 16276 -1.945910149055313
14692 4622 -1.945910149055313
14692 20105 -0.847297860387204
14692 8051 -1.945910149055313
14693 314 -2.079441541679836
14693 12 -1.386294361119891
14693 21 -2.079441541679836
14693 804 -2.079441541679836
14693 26 -2.079441541679836
14693 806 -2.079441541679836
14693 8623 -2.079441541679836
14694 12 -2.197224577336220
14694 26 -2.197224577336220
14694 19 -2.197224577336220
14694 21 -1.098612288668110
14694 8 -2.197224577336220
14694 50 -2.197224577336220
14694 12412 -2.197224577336220
14695 171 -1.504077396776274
14695 19 -2.197224577336220
14695 149 -2.197224577336220
14695 430 -2.197224577336220
14695 21 -2.197224577336220
14695 98 -2.197224577336220
14695 35 -2.197224577336220
14695 50 -2.197224577336220
14696 672 -1.791759469228055
14696 474 -1.791759469228055
14696 50 -1.098612288668110
14696 10 -1.791759469228055
14696 4183 -1.791759469228055
14697 26 -2.302585092994045
14697 5435 -1.203972804325936
14697 21946 -2.302585092994045
14697 8 -2.302585092994045
14697 10 -1.609437912434100
14697 12 -2.302585092994045
14697 21 -2.302585092994045
14698 26 -1.386294361119891
14698 21 -1.386294361119891
14698 4601 -1.386294361119891
14698 19 -1.386294361119891
14699 1156 -2.772588722239781
14699 20081 -0.826678573184468
14699 11190 -2.772588722239781
14699 15382 -1.386294361119891
14699 664 -2.772588722239781
14699 88 -2.772588722239781
14699 3251 -2.772588722239781
14700 27 -1.098612288668110
14700 1323 -1.098612288668110
14700 1331 -1.098612288668110
14701 12 -1.945910149055313
14701 14489 -2.639057329615259
14701 797 -2.639057329615259
14701 10948 -2.639057329615259
14701 1567 -2.639057329615259
14701 11108 -2.639057329615259
14701 6870 -2.639057329615259
14701 1951 -2.639057329615259
14701 501 -2.639057329615259
14701 10 -2.639057329615259
14701 28046 -1.540445040947149
14702 3979 -1.098612288668110
14702 3446 -0.405465108108164
14703 26 -1.386294361119891
14703 736 -2.079441541679836
14703 8 -0.980829253011726
14703 1098 -2.079441541679836
14703 365 -2.079441541679836
14704 12799 -1.098612288668110
14704 26 -1.098612288668110
14704 50 -1.098612288668110
14705 14706 -2.397895272798371
14705 26 -1.704748092238425
14705 8 -1.299282984130261
14705 2170 -1.704748092238425
14705 10519 -2.397895272798371
14705 21 -2.397895272798371
14705 2366 -2.397895272798371
14706 1075 -2.197224577336220
14706 413 -2.197224577336220
14706 21 -1.504077396776274
14706 1030 -2.197224577336220
14706 47 -1.504077396776274
14706 24 -2.197224577336220
14706 1437 -2.197224577336220
14707 284 -2.197224577336220
14707 690 -2.197224577336220
14707 2144 -2.197224577336220
14707 10 -2.197224577336220
14707 19060 -2.197224577336220
14707 1098 -2.197224577336220
14707 60 -2.197224577336220
14707 91 -2.197224577336220
14707 107 -2.197224577336220
14708 26 -0.405465108108164
14708 8 -1.098612288668110
14709 12 -2.484906649788000
14709 18276 -2.484906649788000
14709 5512 -2.484906649788000
14709 22831 -2.484906649788000
14709 6987 -2.484906649788000
14709 5378 -2.484906649788000
14709 24982 -2.484906649788000
14709 2512 -2.484906649788000
14709 26 -2.484906649788000
14709 3795 -2.484906649788000
14709 19 -1.791759469228055
14710 12 -2.079441541679836
14710 123 -2.079441541679836
14710 98 -2.079441541679836
14710 26 -2.079441541679836
14710 3487 -2.079441541679836
14710 430 -2.079441541679836
14710 252 -2.079441541679836
14710 50 -2.079441541679836
14711 15 -0.405465108108164
14711 19791 -1.098612288668110
14712 26 -1.945910149055313
14712 19 -2.505525936990736
14712 50 -3.198673117550682
14712 0 -3.198673117550682
14712 6070 -2.282382385676526
14712 366 -3.198673117550682
14712 8 -2.793208009442517
14712 6648 -3.891820298110627
14712 664 -2.505525936990736
14712 11 -2.793208009442517
14712 8650 -3.198673117550682
14712 965 -3.198673117550682
14712 1857 -3.891820298110627
14712 661 -3.891820298110627
14712 12 -3.891820298110627
14712 699 -3.198673117550682
14712 142 -3.891820298110627
14712 1275 -3.891820298110627
14712 1061 -3.891820298110627
14712 1461 -3.891820298110627
14712 1430 -3.891820298110627
14712 16184 -3.891820298110627
14712 474 -3.891820298110627
14713 1075 -3.044522437723423
14713 33 -3.044522437723423
14713 3978 -3.044522437723423
14713 50 -1.945910149055313
14713 544 -3.044522437723423
14713 35 -2.351375257163478
14713 20227 -3.044522437723423
14713 2980 -3.044522437723423
14713 1527 -3.044522437723423
14713 12658 -3.044522437723423
14713 11421 -3.044522437723423
14713 3626 -3.044522437723423
14713 19 -2.351375257163478
14713 4481 -3.044522437723423
14713 8 -3.044522437723423
14713 2174 -3.044522437723423
14713 4180 -3.044522437723423
14714 5504 -1.098612288668110
14714 1608 -1.791759469228055
14714 17754 -1.791759469228055
14714 2010 -1.791759469228055
14714 21 -1.791759469228055
14715 1098 -1.386294361119891
14715 19 -1.386294361119891
14715 26 -1.386294361119891
14715 8 -1.386294361119891
14716 736 -2.302585092994045
14716 8 -2.302585092994045
14716 18136 -2.302585092994045
14716 26 -1.609437912434100
14716 88 -1.203972804325936
14716 19 -2.302585092994045
14716 50 -2.302585092994045
14717 672 -2.772588722239781
14717 0 -1.673976433571672
14717 501 -2.772588722239781
14717 476 -2.772588722239781
14717 16631 -2.772588722239781
14717 24828 -0.980829253011726
14717 26 -2.079441541679836
14717 88 -2.772588722239781
14718 26 -1.832581463748310
14718 11 -2.525728644308256
14718 18771 -3.218875824868201
14718 315 -3.218875824868201
14718 138 -3.218875824868201
14718 313 -3.218875824868201
14718 50 -3.218875824868201
14718 19 -2.120263536200091
14718 14607 -3.218875824868201
14718 47 -3.218875824868201
14718 2075 -3.218875824868201
14718 24685 -3.218875824868201
14718 735 -3.218875824868201
14718 74 -3.218875824868201
14718 21 -3.218875824868201
14718 12 -2.120263536200091
14718 664 -3.218875824868201
14719 4497 -1.098612288668110
14719 7540 -1.098612288668110
14719 493 -1.098612288668110
14720 8 -2.079441541679836
14720 26 -2.079441541679836
14720 0 -0.693147180559945
14720 501 -2.079441541679836
14720 2190 -2.079441541679836
14721 993 -2.397895272798371
14721 8 -2.397895272798371
14721 15368 -2.397895272798371
14721 16332 -2.397895272798371
14721 303 -2.397895272798371
14721 26 -1.704748092238425
14721 8500 -2.397895272798371
14721 2745 -2.397895272798371
14721 7233 -2.397895272798371
14721 18697 -2.397895272798371
14722 14148 -1.098612288668110
14722 18715 -1.098612288668110
14722 2018 -1.098612288668110
14723 26 -0.916290731874155
14723 129 -1.609437912434100
14723 88 -2.302585092994045
14723 19 -2.302585092994045
14723 41 -2.302585092994045
14723 1693 -2.302585092994045
14724 2477 -1.945910149055313
14724 1030 -1.945910149055313
14724 1451 -1.945910149055313
14724 804 -1.252762968495368
14724 11291 -1.945910149055313
14724 2366 -1.945910149055313
14725 129 -1.386294361119891
14725 15 -1.386294361119891
14725 10 -1.386294361119891
14725 42 -1.386294361119891
14726 26 -1.609437912434100
14726 1080 -1.609437912434100
14726 2386 -1.609437912434100
14726 741 -1.609437912434100
14726 138 -1.609437912434100
14727 15 -1.011600911678480
14727 11495 -2.397895272798371
14727 1247 -3.091042453358316
14727 19 -2.397895272798371
14727 74 -3.091042453358316
14727 26 -3.091042453358316
14727 8 -3.091042453358316
14727 8364 -3.091042453358316
14727 993 -3.091042453358316
14727 35 -2.397895272798371
14727 350 -3.091042453358316
14727 1822 -3.091042453358316
14728 3688 -1.945910149055313
14728 1462 -1.945910149055313
14728 880 -1.252762968495368
14728 26 -1.945910149055313
14728 9441 -1.945910149055313
14728 3460 -1.945910149055313
14729 19 -0.980829253011726
14729 15 -2.079441541679836
14729 0 -2.079441541679836
14729 1150 -1.386294361119891
14729 88 -2.079441541679836
14730 26 -0.916290731874155
14730 19 -1.609437912434100
14730 35 -1.609437912434100
14730 12 -1.609437912434100
14731 19 -1.098612288668110
14731 26 -1.791759469228055
14731 15 -1.791759469228055
14731 88 -1.791759469228055
14731 664 -1.791759469228055
14732 26 -1.734601055388106
14732 88 -1.223775431622116
14732 1049 -2.833213344056216
14732 736 -2.833213344056216
14732 8 -2.833213344056216
14732 21 -2.833213344056216
14732 15 -1.734601055388106
14732 1567 -2.833213344056216
14732 50 -2.833213344056216
14733 12 -1.945910149055313
14733 14764 -1.945910149055313
14733 801 -1.945910149055313
14733 4527 -1.945910149055313
14733 3662 -1.945910149055313
14733 26 -1.945910149055313
14733 19 -1.945910149055313
14734 26 -1.845826690498331
14734 312 -4.043051267834550
14734 138 -0.952008814476234
14734 21 -4.043051267834550
14734 672 -4.043051267834550
14734 7274 -4.043051267834550
14734 74 -4.043051267834550
14734 742 -4.043051267834550
14734 2512 -4.043051267834550
14734 2007 -4.043051267834550
14734 89 -2.944438979166441
14734 2778 -4.043051267834550
14734 8 -2.944438979166441
14734 922 -4.043051267834550
14734 26321 -3.349904087274605
14734 441 -4.043051267834550
14734 313 -3.349904087274605
14734 365 -4.043051267834550
14734 11 -4.043051267834550
14734 430 -4.043051267834550
14734 2756 -4.043051267834550
14734 500 -4.043051267834550
14735 7667 -3.526360524616162
14735 50 -3.526360524616162
14735 1078 -3.526360524616162
14735 14743 -3.526360524616162
14735 13431 -3.526360524616162
14735 664 -2.427748235948052
14735 1059 -3.526360524616162
14735 14757 -3.526360524616162
14735 1026 -3.526360524616162
14735 4143 -3.526360524616162
14735 26 -2.427748235948052
14735 2361 -3.526360524616162
14735 88 -3.526360524616162
14735 15 -2.427748235948052
14735 138 -2.833213344056216
14735 12 -2.833213344056216
14735 1812 -3.526360524616162
14735 14550 -3.526360524616162
14735 8 -2.833213344056216
14735 107 -3.526360524616162
14735 12212 -3.526360524616162
14735 463 -3.526360524616162
14735 7628 -3.526360524616162
14735 14760 -3.526360524616162
14735 365 -3.526360524616162
14736 138 -0.587786664902119
14736 26 -2.197224577336220
14736 35 -2.197224577336220
14736 60 -2.197224577336220
14736 8 -2.197224577336220
14737 27 -1.386294361119891
14737 6158 -1.386294361119891
14737 7634 -1.386294361119891
14737 250 -1.386294361119891
14738 15 -2.197224577336220
14738 8 -0.810930216216329
14738 19 -2.197224577336220
14738 10 -2.197224577336220
14738 26 -1.504077396776274
14739 1278 -1.945910149055313
14739 17052 -1.945910149055313
14739 13204 -1.945910149055313
14739 2067 -1.945910149055313
14739 8 -1.945910149055313
14739 6607 -1.945910149055313
14739 4889 -1.945910149055313
14740 7486 -2.995732273553991
14740 35 -2.302585092994045
14740 8 -2.995732273553991
14740 50 -2.995732273553991
14740 15 -2.995732273553991
14740 123 -2.995732273553991
14740 19 -1.897119984885881
14740 26 -1.897119984885881
14740 0 -2.995732273553991
14740 88 -2.302585092994045
14740 74 -2.995732273553991
14740 3309 -2.995732273553991
14740 19619 -2.995732273553991
14740 1083 -2.995732273553991
14741 12 -0.955511445027436
14741 2117 -1.871802176901591
14741 21445 -2.564949357461537
14741 12974 -2.564949357461537
14741 9344 -2.564949357461537
14741 15 -1.871802176901591
14741 69 -2.564949357461537
14742 1094 -2.944438979166441
14742 138 -2.251291798606495
14742 19 -2.251291798606495
14742 12 -2.944438979166441
14742 1672 -0.747214401830221
14742 26 -2.251291798606495
14742 293 -2.944438979166441
14742 2349 -2.944438979166441
14743 50 -0.693147180559945
14743 0 -1.386294361119891
14743 12 -1.386294361119891
14744 19 -1.098612288668110
14744 1807 -1.791759469228055
14744 26 -1.791759469228055
14744 8 -1.098612288668110
14745 57 -0.693147180559945
14745 10 -1.386294361119891
14745 899 -1.386294361119891
14746 10 -1.098612288668110
14746 15 -2.197224577336220
14746 57 -1.504077396776274
14746 16730 -2.197224577336220
14746 736 -2.197224577336220
14746 1041 -2.197224577336220
14747 1822 -1.386294361119891
14747 1925 -1.386294361119891
14747 24 -1.386294361119891
14747 35 -1.386294361119891
14748 1349 -0.405465108108164
14748 3694 -1.098612288668110
14749 107 -2.079441541679836
14749 19 -2.079441541679836
14749 149 -2.079441541679836
14749 60 -2.079441541679836
14749 74 -2.079441541679836
14749 88 -1.386294361119891
14749 129 -2.079441541679836
14750 10 -1.704748092238425
14750 661 -2.397895272798371
14750 474 -1.299282984130261
14750 57 -1.704748092238425
14750 4053 -2.397895272798371
14750 672 -1.704748092238425
14751 10 -1.098612288668110
14751 57 -2.484906649788000
14751 8525 -1.791759469228055
14751 1069 -3.178053830347946
14751 0 -3.178053830347946
14751 2111 -3.178053830347946
14751 2528 -3.178053830347946
14751 26349 -3.178053830347946
14751 12 -3.178053830347946
14751 4230 -3.178053830347946
14751 934 -3.178053830347946
14751 1406 -3.178053830347946
14751 5381 -3.178053830347946
14752 15 -1.203972804325936
14752 73 -0.356674943938732
14753 10 -1.223775431622116
14753 19 -2.833213344056216
14753 707 -2.833213344056216
14753 1645 -2.833213344056216
14753 501 -2.833213344056216
14753 33 -2.833213344056216
14753 27 -1.446918982936325
14753 21 -2.833213344056216
14753 9728 -2.833213344056216
14753 1820 -2.833213344056216
14754 10 -1.098612288668110
14754 6425 -1.791759469228055
14754 5683 -1.791759469228055
14754 746 -1.791759469228055
14754 7458 -1.791759469228055
14755 158 -1.386294361119891
14755 50 -1.386294361119891
14755 1925 -1.386294361119891
14755 8 -1.386294361119891
14756 10 -1.098612288668110
14756 284 -2.197224577336220
14756 15 -2.197224577336220
14756 27 -2.197224577336220
14756 1176 -2.197224577336220
14756 435 -2.197224577336220
14756 8 -2.197224577336220
14757 50 -0.405465108108164
14757 1115 -1.098612288668110
14758 746 -1.098612288668110
14758 667 -1.098612288668110
14758 10 -1.098612288668110
14759 26 -1.098612288668110
14759 14750 -1.098612288668110
14759 12 -1.098612288668110
14760 474 -0.204794412646013
14760 664 -3.988984046564275
14760 10542 -3.988984046564275
14760 88 -3.295836866004329
14760 129 -3.988984046564275
14760 26 -2.890371757896165
14760 432 -3.988984046564275
14760 21 -3.988984046564275
14761 0 -1.791759469228055
14761 8 -1.791759469228055
14761 26 -1.098612288668110
14761 21 -1.791759469228055
14761 313 -1.791759469228055
14762 8 -2.484906649788000
14762 19 -1.791759469228055
14762 5844 -2.484906649788000
14762 29 -2.484906649788000
14762 6634 -2.484906649788000
14762 18381 -2.484906649788000
14762 5881 -2.484906649788000
14762 5782 -1.791759469228055
14762 12952 -2.484906649788000
14762 4531 -2.484906649788000
14763 4830 -1.098612288668110
14763 129 -1.098612288668110
14763 57 -1.098612288668110
14764 26 -2.871679624884012
14764 474 -0.674455047547793
14764 50 -3.277144732992177
14764 10 -2.360854001118021
14764 9344 -3.970291913552122
14764 8 -3.277144732992177
14764 1774 -3.970291913552122
14764 2518 -3.970291913552122
14764 13382 -3.970291913552122
14764 718 -3.970291913552122
14764 899 -3.970291913552122
14764 2758 -3.970291913552122
14764 3694 -3.277144732992177
14764 930 -3.277144732992177
14764 365 -3.970291913552122
14764 0 -3.970291913552122
14764 20641 -3.970291913552122
14765 1090 -1.386294361119891
14765 4843 -1.386294361119891
14765 6472 -1.386294361119891
14765 0 -1.386294361119891
14766 10 -1.386294361119891
14766 1615 -1.386294361119891
14766 11933 -1.386294361119891
14766 28832 -1.386294361119891
14767 8 -0.693147180559945
14767 474 -1.386294361119891
14767 0 -1.386294361119891
14768 10 -1.098612288668110
14768 3795 -1.098612288668110
14768 27459 -1.098612288668110
14769 1573 -3.091042453358316
14769 11104 -2.397895272798371
14769 15680 -3.091042453358316
14769 26 -3.091042453358316
14769 1387 -2.397895272798371
14769 0 -1.992430164690206
14769 22286 -3.091042453358316
14769 6282 -3.091042453358316
14769 2980 -3.091042453358316
14769 12 -3.091042453358316
14769 4851 -3.091042453358316
14769 7425 -3.091042453358316
14769 1090 -3.091042453358316
14769 8 -2.397895272798371
14769 3084 -3.091042453358316
14769 2614 -3.091042453358316
14769 7035 -3.091042453358316
14770 262 -3.654977902438255
14770 2270 -4.753590191106364
14770 3673 -4.060443010546419
14770 16463 -4.753590191106364
14770 5950 -4.753590191106364
14770 1407 -4.060443010546419
14770 13082 -4.753590191106364
14770 12 -4.060443010546419
14770 0 -2.961830721878310
14770 8936 -4.753590191106364
14770 5830 -4.753590191106364
14770 3687 -4.753590191106364
14770 106 -4.753590191106364
14770 1428 -4.753590191106364
14770 26 -2.556365613770145
14770 2100 -4.753590191106364
14770 60 -4.060443010546419
14770 19 -3.654977902438255
14770 315 -3.144152278672264
14770 11 -2.961830721878310
14770 69 -4.753590191106364
14770 313 -3.654977902438255
14770 4476 -4.753590191106364
14770 22308 -4.753590191106364
14770 1002 -4.753590191106364
14770 11687 -4.753590191106364
14770 8 -2.961830721878310
14770 17457 -4.753590191106364
14770 17048 -4.753590191106364
14770 741 -4.060443010546419
14770 27 -4.060443010546419
14770 664 -3.654977902438255
14770 879 -4.753590191106364
14770 1451 -4.753590191106364
14770 882 -4.753590191106364
14770 867 -4.753590191106364
14770 3480 -4.753590191106364
14770 21667 -4.753590191106364
14770 287 -4.753590191106364
14770 16223 -4.753590191106364
14770 5701 -4.753590191106364
14770 46 -4.753590191106364
14770 3479 -4.753590191106364
14770 3395 -4.753590191106364
14770 193 -4.753590191106364
14770 21 -4.753590191106364
14770 258 -4.753590191106364
14770 239 -4.753590191106364
14770 501 -4.060443010546419
14770 8682 -4.753590191106364
14770 1136 -4.060443010546419
14770 2439 -4.060443010546419
14770 681 -4.753590191106364
14770 661 -4.753590191106364
14770 965 -4.753590191106364
14770 47 -4.753590191106364
14770 50 -4.060443010546419
14770 129 -4.753590191106364
14770 1176 -4.753590191106364
14770 690 -4.753590191106364
14770 274 -4.753590191106364
14770 701 -4.753590191106364
14770 2239 -4.753590191106364
14770 1249 -4.753590191106364
14770 1421 -4.753590191106364
14770 12239 -4.753590191106364
14770 1099 -4.753590191106364
14770 7240 -4.753590191106364
14770 1195 -4.753590191106364
14770 161 -4.753590191106364
14770 785 -4.753590191106364
14771 942 -3.332204510175204
14771 8 -2.233592221507094
14771 0 -3.332204510175204
14771 668 -3.332204510175204
14771 741 -3.332204510175204
14771 26 -1.722766597741104
14771 756 -3.332204510175204
14771 1547 -3.332204510175204
14771 21 -2.639057329615259
14771 474 -3.332204510175204
14771 50 -3.332204510175204
14771 129 -3.332204510175204
14771 60 -3.332204510175204
14771 2339 -3.332204510175204
14771 2711 -2.639057329615259
14771 2159 -3.332204510175204
14771 27081 -3.332204510175204
14771 1720 -3.332204510175204
14771 672 -3.332204510175204
14771 25247 -3.332204510175204
14772 10 -2.014903020542265
14772 42 -2.708050201102210
14772 804 -2.708050201102210
14772 642 -2.708050201102210
14772 27 -2.708050201102210
14772 5673 -2.708050201102210
14772 1172 -2.708050201102210
14772 781 -2.708050201102210
14772 6108 -2.708050201102210
14772 8 -2.708050201102210
14772 12938 -2.708050201102210
14772 20527 -2.708050201102210
14772 6340 -2.708050201102210
14772 50 -2.708050201102210
14773 3806 -3.912023005428146
14773 50 -2.120263536200091
14773 1094 -3.912023005428146
14773 312 -3.912023005428146
14773 26 -2.302585092994045
14773 1266 -3.912023005428146
14773 138 -2.813410716760036
14773 664 -3.218875824868201
14773 366 -3.912023005428146
14773 8 -2.813410716760036
14773 4015 -3.218875824868201
14773 0 -3.912023005428146
14773 930 -3.912023005428146
14773 9758 -3.912023005428146
14773 441 -3.912023005428146
14773 15170 -3.912023005428146
14773 795 -3.912023005428146
14773 474 -3.912023005428146
14773 4834 -3.912023005428146
14773 60 -3.912023005428146
14773 1076 -3.912023005428146
14773 6968 -3.912023005428146
14773 15231 -3.912023005428146
14773 11 -3.912023005428146
14773 1567 -3.912023005428146
14773 929 -3.912023005428146
14773 1240 -3.912023005428146
14773 10411 -3.912023005428146
14773 186 -3.912023005428146
14773 2637 -3.912023005428146
14773 15 -3.912023005428146
14773 13595 -3.912023005428146
14773 143 -3.912023005428146
14773 4899 -3.912023005428146
14773 326 -3.912023005428146
14774 681 -2.197224577336220
14774 1136 -2.197224577336220
14774 21 -1.504077396776274
14774 15 -2.197224577336220
14774 8 -1.504077396776274
14774 3568 -2.197224577336220
14774 129 -2.197224577336220
14775 8 -1.609437912434100
14775 21 -1.609437912434100
14775 664 -2.302585092994045
14775 50 -1.609437912434100
14775 0 -2.302585092994045
14775 1567 -2.302585092994045
14775 19 -2.302585092994045
14776 9851 -3.891820298110627
14776 12 -3.198673117550682
14776 35 -2.505525936990736
14776 47 -3.891820298110627
14776 365 -3.198673117550682
14776 21 -2.282382385676526
14776 2128 -3.891820298110627
14776 258 -3.891820298110627
14776 50 -3.198673117550682
14776 315 -3.891820298110627
14776 62 -3.198673117550682
14776 313 -3.891820298110627
14776 5508 -3.891820298110627
14776 8 -3.891820298110627
14776 26 -3.198673117550682
14776 9321 -3.198673117550682
14776 19 -2.793208009442517
14776 138 -1.812378756430791
14776 437 -3.891820298110627
14776 7815 -3.891820298110627
14776 1742 -3.891820298110627
14776 5509 -3.891820298110627
14776 69 -3.891820298110627
14776 60 -3.198673117550682
14776 1208 -3.891820298110627
14776 969 -3.891820298110627
14777 21 -1.791759469228055
14777 19 -1.791759469228055
14777 26 -1.098612288668110
14777 8 -1.791759469228055
14777 3427 -1.791759469228055
14778 2020 -2.302585092994045
14778 10 -1.609437912434100
14778 25619 -2.302585092994045
14778 134 -2.302585092994045
14778 12 -2.302585092994045
14778 13467 -2.302585092994045
14778 781 -2.302585092994045
14778 0 -2.302585092994045
14778 47 -2.302585092994045
14779 3129 -1.945910149055313
14779 1756 -1.945910149055313
14779 2655 -1.945910149055313
14779 641 -1.945910149055313
14779 26 -1.945910149055313
14779 0 -1.945910149055313
14779 3966 -1.945910149055313
14780 100 -3.178053830347946
14780 899 -3.178053830347946
14780 8728 -3.178053830347946
14780 0 -3.178053830347946
14780 555 -3.178053830347946
14780 303 -3.178053830347946
14780 366 -3.178053830347946
14780 26 -2.484906649788000
14780 6439 -3.178053830347946
14780 7675 -2.484906649788000
14780 2689 -2.484906649788000
14780 672 -2.079441541679836
14780 1318 -3.178053830347946
14780 1349 -3.178053830347946
14780 942 -2.484906649788000
14780 313 -3.178053830347946
14780 60 -3.178053830347946
14780 109 -3.178053830347946
14781 2013 -1.609437912434100
14781 3966 -1.609437912434100
14781 10721 -1.609437912434100
14781 5272 -1.609437912434100
14781 11184 -1.609437912434100
14782 26 -1.791759469228055
14782 50 -0.693147180559945
14782 19 -1.791759469228055
14782 12 -1.791759469228055
14783 26 -1.504077396776274
14783 88 -1.098612288668110
14783 882 -2.197224577336220
14783 2618 -2.197224577336220
14783 50 -2.197224577336220
14783 1446 -2.197224577336220
14784 5977 -1.386294361119891
14784 12 -1.386294361119891
14784 19150 -1.386294361119891
14784 2882 -1.386294361119891
14785 35 -1.609437912434100
14785 1075 -1.609437912434100
14785 194 -1.609437912434100
14785 0 -1.609437912434100
14785 1318 -1.609437912434100
14786 26 -1.945910149055313
14786 0 -0.847297860387204
14786 8800 -1.945910149055313
14786 10043 -1.945910149055313
14786 4970 -1.945910149055313
14787 681 -3.433987204485146
14787 60 -2.740840023925201
14787 19 -2.047692843365255
14787 8 -2.047692843365255
14787 1567 -2.335374915817037
14787 549 -3.433987204485146
14787 946 -3.433987204485146
14787 74 -1.824549292051046
14787 26 -2.740840023925201
14787 0 -3.433987204485146
14787 3476 -3.433987204485146
14787 1997 -3.433987204485146
14787 21 -3.433987204485146
14787 15 -2.740840023925201
14787 303 -3.433987204485146
14787 50 -3.433987204485146
14788 14276 -2.890371757896165
14788 10 -0.810930216216329
14788 12612 -2.890371757896165
14788 27 -2.197224577336220
14788 0 -2.890371757896165
14788 24 -2.890371757896165
14788 7256 -2.890371757896165
14788 2226 -2.890371757896165
14788 74 -2.890371757896165
14788 2455 -2.890371757896165
14789 10 -2.079441541679836
14789 15 -0.980829253011726
14789 74 -2.079441541679836
14789 11 -1.386294361119891
14789 1277 -2.079441541679836
14790 14791 -2.944438979166441
14790 474 -2.944438979166441
14790 19 -2.944438979166441
14790 3670 -2.944438979166441
14790 26 -2.944438979166441
14790 21601 -2.944438979166441
14790 1894 -1.558144618046550
14790 21 -2.944438979166441
14790 1765 -2.944438979166441
14790 1090 -2.944438979166441
14790 5682 -2.251291798606495
14790 7944 -2.944438979166441
14790 1083 -2.944438979166441
14790 3586 -2.944438979166441
14790 10954 -2.944438979166441
14791 15 -3.332204510175204
14791 47 -4.430816798843313
14791 19 -2.821378886409213
14791 26 -2.032921526044943
14791 8 -2.639057329615259
14791 13278 -4.430816798843313
14791 88 -3.332204510175204
14791 474 -3.332204510175204
14791 74 -4.430816798843313
14791 1 -3.737669618283368
14791 664 -2.032921526044943
14791 862 -4.430816798843313
14791 965 -3.044522437723423
14791 3325 -4.430816798843313
14791 138 -2.233592221507094
14791 9384 -4.430816798843313
14791 123 -4.430816798843313
14791 430 -4.430816798843313
14791 60 -2.821378886409213
14791 313 -4.430816798843313
14791 3562 -4.430816798843313
14791 672 -4.430816798843313
14791 11988 -4.430816798843313
14791 11 -3.737669618283368
14791 417 -4.430816798843313
14791 5698 -4.430816798843313
14791 6357 -4.430816798843313
14791 1208 -4.430816798843313
14791 2943 -4.430816798843313
14791 3600 -4.430816798843313
14791 156 -4.430816798843313
14791 0 -4.430816798843313
14792 10 -0.693147180559945
14792 60 -2.484906649788000
14792 474 -1.791759469228055
14792 24 -2.484906649788000
14792 2468 -2.484906649788000
14792 0 -2.484906649788000
14793 3014 -2.079441541679836
14793 60 -2.079441541679836
14793 1837 -2.079441541679836
14793 664 -2.079441541679836
14793 1078 -2.079441541679836
14793 26 -1.386294361119891
14793 365 -2.079441541679836
14794 12 -1.098612288668110
14794 19461 -1.098612288668110
14794 26 -1.098612288668110
14795 715 -2.890371757896165
14795 13271 -2.890371757896165
14795 8107 -2.890371757896165
14795 5103 -2.890371757896165
14795 19 -2.197224577336220
14795 7814 -2.890371757896165
14795 15570 -2.890371757896165
14795 9571 -2.890371757896165
14795 1387 -2.890371757896165
14795 4481 -2.890371757896165
14795 13758 -2.890371757896165
14795 3460 -2.890371757896165
14795 0 -2.197224577336220
14795 3785 -2.890371757896165
14795 8625 -2.890371757896165
14795 5742 -2.890371757896165
14796 2075 -1.609437912434100
14796 26 -0.916290731874155
